votes,no_answers,questions,links,tags
15,,Dimensions of a black hole,/questions/488/dimensions-of-a-black-hole,black-hole
2,1,Why do we not send diggers to Mars if we think there's underground water?,/questions/2595/why-do-we-not-send-diggers-to-mars-if-we-think-theres-underground-water,planet
1,,State of the stars,/questions/1868/state-of-the-stars,"star,orbit,astrophysics"
5,,How to see Saturn's rings through a pair of binoculars?,/questions/8404/how-to-see-saturns-rings-through-a-pair-of-binoculars,"amateur-observing,saturn"
6,,Are Barlow lenses stackable for bright objects?,/questions/694/are-barlow-lenses-stackable-for-bright-objects,"solar-system,amateur-observing,telescope,jupiter,refractor-telescope"
11,,Are there any alternative explanations for the gravitational force we attribute to dark matter?,/questions/1081/are-there-any-alternative-explanations-for-the-gravitational-force-we-attribute,"universe,gravity,matter,dark-matter"
6,,Does the Moon's magnetic field affect Earth's magnetic field?,/questions/604/does-the-moons-magnetic-field-affect-earths-magnetic-field,"the-moon,earth,magnetic-field"
1,2,Calculating the mass of star,/questions/11342/calculating-the-mass-of-star,"star,astrophysics,mass,data-analysis,observational-astronomy"
1,1,Will we ever end up in the black hole? [duplicate],/questions/2201/will-we-ever-end-up-in-the-black-hole,galactic-dynamics
2,,Do more objects appear on sky in time?,/questions/1886/do-more-objects-appear-on-sky-in-time,"expansion,dark-energy,cosmological-horizon"
7,,Is there any evidence that the Gas Giant planets in our solar system are experiencing orbital migration?,/questions/747/is-there-any-evidence-that-the-gas-giant-planets-in-our-solar-system-are-experie,"gas-giants,orbital-migration"
2,2,When is Gamma Draconis closest to the zenith in London on April 4th,/questions/8592/when-is-gamma-draconis-closest-to-the-zenith-in-london-on-april-4th,"telescope,positional-astronomy,parallax"
2,,How might Thales have predicted a solar eclipse?,/questions/3661/how-might-thales-have-predicted-a-solar-eclipse,"fundamental-astronomy,history,solar-eclipse"
1,,Is it possible for a star to orbit a planet?,/questions/8396/is-it-possible-for-a-star-to-orbit-a-planet,"star,orbit,gas-giants"
-1,2,Why don't Australia/Russia have large optical telescopes?,/questions/10885/why-dont-australia-russia-have-large-optical-telescopes,telescope
2,1,What kinds of technologies are required to directly image exoplanets,/questions/8847/what-kinds-of-technologies-are-required-to-directly-image-exoplanets,"telescope,exoplanet"
1,,"Is the Oort Cloud actually opaque, or is the “cloud” used euphemistically because minor planets inside of it are too dim to be seen?",/questions/10342/is-the-oort-cloud-actually-opaque-or-is-the-cloud-used-euphemistically-becaus,"universe,oort-cloud"
1,1,Reason for disqualifying Pluto as a Planet? [duplicate],/questions/472/reason-for-disqualifying-pluto-as-a-planet,"planet,star-systems"
1,,"Class presentation on the Sun, ideas? [closed]",/questions/1718/class-presentation-on-the-sun-ideas,"solar-system,sun"
3,,Pictures of a curious astronomical phenomenon,/questions/7753/pictures-of-a-curious-astronomical-phenomenon,"observation,amateur-observing"
3,,Does a week represent something in astronomy? [duplicate],/questions/11121/does-a-week-represent-something-in-astronomy,"earth,fundamental-astronomy"
5,,Could a cryo-volcano be the reason behind this colour difference in Iapetus's hemispheres?,/questions/1044/could-a-cryo-volcano-be-the-reason-behind-this-colour-difference-in-iapetuss-he,"natural-satellites,volcanism"
2,,Reason for a correlation between Hot Jupiters and higher metallicity in Kepler data,/questions/11799/reason-for-a-correlation-between-hot-jupiters-and-higher-metallicity-in-kepler-d,"data-analysis,kepler"
0,1,Can close binaries have a very eccentric orbit?,/questions/10583/can-close-binaries-have-a-very-eccentric-orbit,"binary-star,tidal-forces"
1,1,How can I determine line luminosities from equivalent width measurements?,/questions/12636/how-can-i-determine-line-luminosities-from-equivalent-width-measurements,"star,spectroscopy"
4,,Is radiation from neutron stars delayed by time dilation?,/questions/10737/is-radiation-from-neutron-stars-delayed-by-time-dilation,"black-hole,neutron-star,time-dilation"
5,1,Why is the Boomerang Nebula colder than the CMB?,/questions/10372/why-is-the-boomerang-nebula-colder-than-the-cmb,"temperature,cmb,nebula"
15,,Do other planets in our solar system experience eclipses or is this unique to Earth?,/questions/220/do-other-planets-in-our-solar-system-experience-eclipses-or-is-this-unique-to-ea,"the-moon,sun,earth"
3,1,Is the expansion of the universe greater than the speed of light?,/questions/6423/is-the-expansion-of-the-universe-greater-than-the-speed-of-light,cosmological-inflation
1,,Who invented the blink comparator?,/questions/11242/who-invented-the-blink-comparator,"telescope,history"
1,,How are the gaps filled in images captured by CCD arrays?,/questions/12656/how-are-the-gaps-filled-in-images-captured-by-ccd-arrays,"telescope,astrophotography"
16,,What are practical considerations for backyard radio-astronomy detection of black holes?,/questions/459/what-are-practical-considerations-for-backyard-radio-astronomy-detection-of-blac,"black-hole,amateur-observing,radio-astronomy"
1,,Which is the most early type star with a planet discovered by radial velocity method?,/questions/2445/which-is-the-most-early-type-star-with-a-planet-discovered-by-radial-velocity-me,planet
5,,Spotting the International Space Station (ISS),/questions/1845/spotting-the-international-space-station-iss,"orbit,amateur-observing,nasa"
13,,How long do planetary rings last?,/questions/8112/how-long-do-planetary-rings-last,"saturn,planetary-ring"
16,,How do/did we figure out that planets move in orbits?,/questions/607/how-do-did-we-figure-out-that-planets-move-in-orbits,"solar-system,planet,orbit"
17,,Doesn't gravity attract objects in space until they collide?,/questions/978/doesnt-gravity-attract-objects-in-space-until-they-collide,"planet,gravity"
12,,Were effects of a planetary magnetic field reversal observed on other planets than Earth?,/questions/564/were-effects-of-a-planetary-magnetic-field-reversal-observed-on-other-planets-th,"earth,planet,core,magnetic-field"
3,,Pulsars: How do astronomers measure minute changes in period (~picoseconds per year)?,/questions/11009/pulsars-how-do-astronomers-measure-minute-changes-in-period-picoseconds-per-y,"astrophysics,pulsar,observational-astronomy"
8,,What mechanism causes oscillations of the solar system's orbit about the galactic plane?,/questions/1997/what-mechanism-causes-oscillations-of-the-solar-systems-orbit-about-the-galacti,"orbit,earth,dark-matter,galactic-dynamics,near-earth-object"
13,,Explaining Dark Matter and Dark Energy to layman,/questions/1548/explaining-dark-matter-and-dark-energy-to-layman,"galaxy,universe,dark-matter,dark-energy,galaxy-center"
11,,What is the orbital path of the newly discovered star-less planet PSO J318.5-22?,/questions/601/what-is-the-orbital-path-of-the-newly-discovered-star-less-planet-pso-j318-5-22,"exoplanet,gas-giants,rogue-planet"
3,1,How do I get from Star Atlas to real life?,/questions/8418/how-do-i-get-from-star-atlas-to-real-life,positional-astronomy
5,,What is a 'hybrid' eclipse?,/questions/848/what-is-a-hybrid-eclipse,solar-eclipse
2,,Is Nomad data heliocentric or geocentric?,/questions/8376/is-nomad-data-heliocentric-or-geocentric,"star,coordinate"
4,,What kind of things I could “see” with an amateur radio telescope?,/questions/10878/what-kind-of-things-i-could-see-with-an-amateur-radio-telescope,"telescope,radio-astronomy"
1,,"If Kepler-444 planets existed for 11.2 billion years, why fear for life on Earth after six billion years?",/questions/8799/if-kepler-444-planets-existed-for-11-2-billion-years-why-fear-for-life-on-earth,"exoplanet,stellar-evolution"
7,,Is there any practical use for astronomy?,/questions/10341/is-there-any-practical-use-for-astronomy,universe
7,1,Calculate latitude and longitude based on date and sun,/questions/1497/calculate-latitude-and-longitude-based-on-date-and-sun,"sun,coordinate"
4,3,How would we detect a planet behind the Sun?,/questions/6595/how-would-we-detect-a-planet-behind-the-sun,"planet,observation"
1,1,What is the projection of Earth's axis on the sphere with the Sun in center (see explanation),/questions/11116/what-is-the-projection-of-earths-axis-on-the-sphere-with-the-sun-in-center-see,earth
17,,Do moons have moons?,/questions/856/do-moons-have-moons,natural-satellites
6,,Unbelievably high masses/ densities in NASA website data,/questions/11798/unbelievably-high-masses-densities-in-nasa-website-data,"exoplanet,mass,data-analysis,kepler,density"
0,,"Examples of Equal Mass, Unequal Mass and Double Binary Star Systems",/questions/10505/examples-of-equal-mass-unequal-mass-and-double-binary-star-systems,binary-star
1,,How to use spectral profiles to determine luminosity class?,/questions/12414/how-to-use-spectral-profiles-to-determine-luminosity-class,"spectroscopy,luminosity"
7,,Would a tablespoon of a neutron star remain intact?,/questions/10593/would-a-tablespoon-of-a-neutron-star-remain-intact,"astrophysics,neutron-star"
4,2,What could be the utmost lowest temperature in the universe/multiverse?,/questions/10360/what-could-be-the-utmost-lowest-temperature-in-the-universe-multiverse,"universe,temperature,multiverse"
9,,Why does the moon sometimes appear giant and a orange red color near the horizon?,/questions/170/why-does-the-moon-sometimes-appear-giant-and-a-orange-red-color-near-the-horizon,"the-moon,observation"
1,1,Is there matter forming in the inflationary space?,/questions/6403/is-there-matter-forming-in-the-inflationary-space,"cosmological-inflation,dark-matter,star-formation"
4,1,Why was Pluto's resonance not discovered until 1965?,/questions/11179/why-was-plutos-resonance-not-discovered-until-1965,history
5,1,Diameter of Astronomical Object Using Magnification,/questions/12582/diameter-of-astronomical-object-using-magnification,"telescope,amateur-observing,jupiter,astrophotography"
13,,Has Hawking Radiation Ever Been Observed?,/questions/366/has-hawking-radiation-ever-been-observed,"black-hole,observation,hawking-radiation"
8,5,When will all eight planets in our solar system align?,/questions/2427/when-will-all-eight-planets-in-our-solar-system-align,"orbit,solar-system,planet"
5,1,How can I calculate the orbital periods in a binary star system?,/questions/1808/how-can-i-calculate-the-orbital-periods-in-a-binary-star-system,"orbit,gravity,binary-star"
6,,Selecting a Telescope for Viewing Planets,/questions/6346/selecting-a-telescope-for-viewing-planets,"planet,telescope,mars,jupiter,saturn"
23,,Why is our solar system “tipped” about 63° with respect to the plane of our galaxy?,/questions/546/why-is-our-solar-system-tipped-about-63-with-respect-to-the-plane-of-our-gala,"solar-system,galaxy,laws-of-physics"
15,3,Does a planet's mass or gravity affect the height of it's mountains?,/questions/917/does-a-planets-mass-or-gravity-affect-the-height-of-its-mountains,"planet,gravity,mass"
11,,What Causes the Large Radiation Fields Around Jupiter?,/questions/525/what-causes-the-large-radiation-fields-around-jupiter,"solar-system,jupiter,terrestrial-planets,laws-of-physics,magnetic-field"
3,,How to deal with shifting CCD bias (zero exposure) levels?,/questions/10832/how-to-deal-with-shifting-ccd-bias-zero-exposure-levels,"astrophotography,observational-astronomy"
3,,Age of the universe,/questions/1822/age-of-the-universe,"galaxy,universe,galactic-dynamics"
10,,"How will the recent appearance of a supernova, the closest in 27 years, help reduce the uncertainties in our measurements of dark energy?",/questions/1514/how-will-the-recent-appearance-of-a-supernova-the-closest-in-27-years-help-red,"supernova,dark-matter,dark-energy,high-energy-astrophysics"
18,,Can small gas planets exist?,/questions/370/can-small-gas-planets-exist,"planet,gas-giants"
1,,Why is a star at its highest point when local sidereal time = RA (right ascension)?,/questions/8377/why-is-a-star-at-its-highest-point-when-local-sidereal-time-ra-right-ascensio,positional-astronomy
10,2,Do any known exoplanetary/solar bodies have “annular” eclipses similar to Earth's?,/questions/246/do-any-known-exoplanetary-solar-bodies-have-annular-eclipses-similar-to-earth,"exoplanet,solar-system,solar-eclipse"
0,1,Photos from galaxy,/questions/8356/photos-from-galaxy,"star,distances"
4,1,Focusing light through fiber optic cable to extend telescope viewer,/questions/10875/focusing-light-through-fiber-optic-cable-to-extend-telescope-viewer,"telescope,telescope-lens"
